"pccode","casnum","pcname"
4210,3424213,"N,N-bis(1-Methylethyl)-2-propanamine"
4211,53404925,"Zinc dehydroabietylammonium 2-ethylhexanoate"
4212,53404254,"Dehydroabietylammonium phenoxide"
4213,53466801,"Dihydroabietylamine acetate"
4214,13952846,"1-Methylpropylamine"
4214,13952846,"2-AB"
4214,13952846,"2-Aminobutane"
4214,13952846,"Tutane"
4214,13952846,"sec-Butylamine"
4214,13952846,"2-Butanamine"
4214,13952846,"2-Butylamine"
4214,13952846,"Deccotane"
4214,13952846,"Butylamine, sec-"
4214,13952846,"Butafume"
4214,13952846,"Propylamine, 1-methyl-"
4214,13952846,"Butane, 2-amino-"
4214,13952846,"Frucote"
4215,77985,"Tetraethyl ammonium hydroxide"
4215,77985,"Ethanaminium, N,N,N-triethyl-, hydroxide"
4301,8007703,"Star anise oil"
4301,8007703,"Oil of anise"
4301,8007703,"Aniseed oil"
4401,61825,"Azaplant"
4401,61825,"Amitrol T, component of(with NH4SCN)"
4401,61825,"Azole"
4401,61825,"Emisol 50"
4401,61825,"ENT-25445"
4401,61825,"Diurol"
4401,61825,"Weedazol"
4401,61825,"Azolan"
4401,61825,"Amizol"
4401,61825,"Domatol 88"
4401,61825,"Elmasil"
4401,61825,"Campaprim A 1544"
4401,61825,"Azaplant Kombi"
4401,61825,"Weedazol TL, component of(with NH4SCN)"
4401,61825,"Amerol"
4401,61825,"Diurol 5030, component of(with 035505)"
4401,61825,"Amino Triazole Weedkiller 90"
4401,61825,"AT liquid"
4401,61825,"Fenamine, component of(with 080803 and 082601)"
4401,61825,"AT-90"
4401,61825,"Herbizole"
4401,61825,"Aminotriazole"
4401,61825,"Simazol, component of(with 080807)"
4401,61825,"Amitrole"
4401,61825,"ATA"
4401,61825,"1H-1,2,4-Triazol-3-amine"
4401,61825,"3-Amino-s-triazole"
4401,61825,"Farmco Amizine-AA, component of (with 080807)"
4401,61825,"Mizol, component of(with NH4SCN)"
4401,61825,"3-Amino-1,2,4-triazole"
4401,61825,"Cytrol"
4501,86884,"a-Naphthylthiocarbamide"
4501,86884,"ANTU"
4501,86884,"1-(1-Naphthyl)-2-thiourea"
4501,86884,"N-1-Naphthylthiourea"
4501,86884,"a-Naphthylthiourea"
4801,8023845,"Nepeta cataria oils"
4901,57067,"1-Propene, 3-isothiocyanato-"
4901,57067,"2-Propenyl isothiocyanate"
4901,57067,"Allyl isosulfocyanate"
4901,57067,"Isothiocyanic acid, allyl ester"
4901,57067,"Allyl isothiocyanate"
4901,57067,"Allyl mustard oil"
4901,57067,"Oil of mustard"
4901,57067,"3-Isothiocyanato-1-propene"
5100,150114719,"4-Amino-3,6-dichloropyridine-2-carboxylic acid"
5100,150114719,"XDE-750"
5100,150114719,"Aminopyralid"
5100,150114719,"2-Pyridinecarboxylic acid, 4-amino-3,6-dichloro-"
5101,1918021,"Picloram"
5101,1918021,"Tordon"
5101,1918021,"Borolin"
5101,1918021,"K-Pin"
5101,1918021,"4-Amino-3,5,6-trichloro-2-pyridinecarboxylic acid"
5101,1918021,"2-Pyridinecarboxylic acid, 4-amino-3,5,6-trichloro-"
5101,1918021,"4-Amino-3,5,6-trichloropicolinic acid"
5101,1918021,"Grazon"
5101,1918021,"Amdon"
5102,6753475,"4-Amino-3,5,6-trichloropicolinic acid, triisopropanolamine salt"
5102,6753475,"Picloram, triisopropanolaminesalt"
5102,6753475,"4-Amino-3,5,6-trichloro-2-pyridinecarboxylic acid, triisopropanolamine salt"
5102,6753475,"2-Pyridinecarboxylic acid, 4-amino-3,5,6-trichloro-, compd. with 1,1',1''-nitrilotris(2-propanol) (1:1)"
5102,6753475,"2-Pyridinecarboxylic acid, 4-amino-3,5,6-trichloro-, compd. with 1,1',1''-nitrilotris(2-propanol) (1:1)"
5103,26952205,"2-Pyridinecarboxylic acid, 4-amino-3,5,6-trichloro-, isooctyl ester"
5103,26952205,"4-Amino-3,5,6-trichloropicolinic acid, isooctyl ester"
5103,26952205,"Isooctyl picloram"
5103,26952205,"Picolinic acid, 4-amino-3,5,6-trichloro-, isooctyl ester"
5103,26952205,"Picloram, ethylhexyl ester"
5103,26952205,"4-Amino-3,5,6-trichloro-2-pyridinecarboxylic acid, isooctyl ester"
5103,26952205,"Picloram, isooctyl ester"
5104,2545600,"Chloramp"
5104,2545600,"Potassium Picloram"
5104,2545600,"2-Pyridinecarboxylic acid, 4-amino-3,5,6-trichloro-, monopotassium salt"
5104,2545600,"4-Amino-3,5,6-trichloro-2-pyridinecarboxylic acid, monopotassium salt"
5104,2545600,"Tordon 10K"
5104,2545600,"4-Amino-3,5,6-trichloropicolinic acid, potassium salt"
5104,2545600,"Picloram-potassium"
5104,2545600,"Picloram, potassium salt"
5105,35832112,"4-Amino-3,5,6-trichloro-2-pyridinecarboxylic acid, compd with N,N-diethylethanamine"
5105,35832112,"4-Amino-3,5,6-trichloropicolinic acid, triethylamine salt"
5105,35832112,"Triethylamine Picloram"
5105,35832112,"Picloram, triethylamine salt"
5105,35832112,"2-Pyridinecarboxylic acid, 4-amino-3,5,6-trichloro-, compd with N,N-diethylethanamine"
5107,109293983,"Sodium salt of SAN 835H"
5107,109293983,"Diflufenzopyr-sodium"
5107,109293983,"SAN 836H"
5107,109293983,"3-Pyridinecarboxylic acid, 2-{1-{{{(3,5-difluorophenyl)amino}carbonyl}hydrozono}ethyl}-, monosodium salt"
5108,109293972,"Diflufenzopyr"
5108,109293972,"SAN 835H"
5108,109293972,"2-{1-{{{(3,5-difluorophenyl)amino}carbonyl}hydrazono}ethyl}-3-pyridinecarboxylic acid"
5110,858956328,"Triethylamine salt of 6-amino-5-chloro-2-cyclopropyl-4-pyrimidinecarboxylic acid"
5110,858956328,"Triethylamine salt of aminocyclopyrachlor"
5209,566191897,"2-Pyridinecarboxylic acid, 4-amino-3,6-dichloro-, compd. with1,1',1''-nitrilotris[2-propanol] (1:1)"
5209,566191897,"Triisopropanolamine salt of aminopyralid"
5209,566191897,"XDE-750Triisopropanolaminesalt"
5209,566191897,"XDE-750TIPA salt"
5210,946578003,"Sulfoxaflor"
5210,946578003,"Methyl[1-(2-trifluoromethylpyridin-5-yl)ethyl]-N-cyanosulfoximine"
5210,946578003,"Cyanamide, N-[methyloxido[1-[6-(trifluoromethyl)-3-pyridinyl]ethyl]- lamda4-sulfanylidene]-"
5210,946578003,"XDE-208 (formerly XR-208)"
5219,566191875,"4-Amino-3,6-dichloropyridine-2-carboxylic acid,potassium salt"
5219,566191875,"XDE-750 Potassium salt"
5219,566191875,"Aminopyralidpotassium salt"
5301,1336216,"Ammonia, monohydrate"
5301,1336216,"Aqua ammonia"
5301,1336216,"Ammonium hydroxide"
5302,7664417,"Ammonia anhydrous"
5302,7664417,"Ammonia gas"
5302,7664417,"Ammonia"
5501,7773060,"AMS"
5501,7773060,"Amcide"
5501,7773060,"Ammonium sulfamate"
5501,7773060,"Ammonium sulfamate"
5501,7773060,"Sulfamic acid, monoammonium salt"
5501,7773060,"Ammate"
5501,7773060,"Ammonium amidosulfate"
5501,7773060,"Ikurin"
5501,7773060,"AMS"
5550,181587019,"Ethiprole Technical"
5550,181587019,"Ethiprole"
5550,181587019,"5-Amino-1-[2,6-Dichloro-4-(trifluoromethyl)phenyl]-4-"
5550,181587019,"1H-Pyrazole-3-carbonitrile, 5-amino-1-[2,6-dichloro-4- (trifluoromethyl)phenyl]-4-(ethylsulfinyl)-"
5601,7783202,"Sulfuric acid, diammonium salt"
5601,7783202,"Ammonium sulfate"
5601,7783202,"Diammonium sulfate"
5602,7778189,"Sulfuric acid, calcium salt"
5602,7778189,"Drierite"
5602,7778189,"Anhydrous calcium sulfate"
5602,7778189,"Calcium sulfate"
5603,7778805,"Sulfuric acid, dipotassium salt"
5603,7778805,"Dipotassium sulfate"
5603,7778805,"Potassium sulfate"
5604,7757826,"Sodium sulfate"
5604,7757826,"Sulfuric acid, disodium salt"
5605,7646937,"Potassium bisulfate"
5605,7646937,"Potassium acid sulfate"
5605,7646937,"Sulfuric acid, monopotassium salt"
5605,7646937,"Potassium hydrogen sulfate"
5605,7646937,"Monopotassium sulfate"
5801,124685,"2-Amino-2-methyl-1-propanol"
5801,124685,"2-Amino-2,2-dimethylethanol"
5801,124685,"Isobutanol-2-amine"
5801,124685,"1,1-Dimethyl-2-hydroxyethylamine"
5801,124685,"beta-Aminoisobutanol"
5801,124685,"2-Hydroxymethyl-2-propylamine"
6000,1338029,"Use code no. 023102"
6001,13078041,"Anabasine"
6001,13078041,"Pyridine, 3-(2-piperidinyl)-, (S)-"
6001,13078041,"Anabasine"
6001,13078041,"S-(-)-Anabasine"
6001,13078041,"Pyridine, 3-(2-piperidinyl)-, (S)-"
6001,13078041,"Neonicotine"
6001,13078041,"(-)-2-(3'-Pyridyl)piperidine"
6001,13078041,"(.+-.)-Anabasine"
6001,494520,"Anabasine"
6001,494520,"Pyridine, 3-(2-piperidinyl)-, (S)-"
6001,494520,"Anabasine"
6001,494520,"S-(-)-Anabasine"
6001,494520,"Pyridine, 3-(2-piperidinyl)-, (S)-"
6001,494520,"Neonicotine"
6001,494520,"(-)-2-(3'-Pyridyl)piperidine"
6001,494520,"(.+-.)-Anabasine"
6101,65996910,"Carbolineum"
6101,65996910,"Coal tar distillate boiling between 270-300 deg C"
6101,65996910,"Anthracene oil"
6154,9037507,"Cellulose"
6154,9076306,"Cellulose"
6154,9004346,"Cellulose"
6154,9012195,"Cellulose"
6154,51395767,"Cellulose"
6154,58968675,"Cellulose"
6154,12656529,"Cellulose"
6154,39394439,"Cellulose"
6154,67016755,"Cellulose"
6154,67016766,"Cellulose"
6154,61991217,"Cellulose"
6154,70225795,"Cellulose"
6154,74623168,"Cellulose"
6154,75398833,"Cellulose"
6154,77907701,"Cellulose"
6154,84503753,"Cellulose"
6154,89468666,"Cellulose"
6154,99331825,"Cellulose"
6154,152231691,"Cellulose"
6154,189398865,"Cellulose"
6154,61991228,"Cellulose"
6154,324745495,"Cellulose"
6154,358787629,"Cellulose"
6154,68073052,"Cellulose"
6154,209533959,"Cellulose"
6200,868144,"Potassium bitartrate (KHC4H4O6)"
6200,868144,"Butanedioic acid, 2,3-dihydroxy- {R-(R*,R*)}-, monopotassium salt"
6200,868144,"Cream of tartar"
6200,868144,"Tartaric acid, monopotassium salt"
6201,28300745,"Tartaric acid, antimony potassium salt"
6201,28300745,"Bis(mu-2,3-Dihydroxybutanedioato(4-)-0(2):0(3),0(4))diantimonate(2-), dipotassium, trihydrate, stereoisomer"
6201,28300745,"Tartar emetic"
6201,28300745,"Potassium antimony tartrate"
6201,28300745,"Antimony potassium tartrate"
6201,28300745,"Antimonate(2-), bis(.mu.-(2,3-dihydroxybutanedioato(4-)-O1,O2:O3,O4))di-, dipotassium, trihydrate, stereoisomer"
6202,5035585,"Stibine, ((2-ethyl-1-oxohexyl)oxy)diphenyl-"
6202,5035585,"Biomet 14"
6202,5035585,"Diphenylstibene 2-ethylhexanoate"
6202,5035585,"Biomet 4"
6300,1338029,"Use code no. 023102"
6301,57625,"Aureomycin"
6301,57625,"Acronize PD"
6301,57625,"Biomycin"
6301,57625,"Aurofac 10"
6301,57625,"7-Chlorotetracycline"
6301,57625,"Chlorotetracycline"
6301,57625,"Biomycin a"
6301,57625,"Aureocina"
6301,57625,"Clortetraciclina"
6301,57625,"Chlortetracyclinum"
6301,57625,"2-Naphthacenecarboxamide, 7-chloro-4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-, (4S-(4.alpha.,4a.alpha.,5a.alpha.,6.beta.,12a.alpha.))-"
6301,57625,"Aureociclin"
6301,57625,"CTC"
6301,57625,"Aureomicina"
6301,57625,"Aureocarmyl"
6301,57625,"Acronize"
6301,57625,"Flamycin"
6301,57625,"2-Naphthacenecarboxamide, 7-chloro-4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-, (4S-(4.alpha.,4a.alpha.,5a.alpha.,6.beta.,12a.alpha.))-"
6301,57625,"Aureomycin a-377"
6301,57625,"7-Chloro-4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-2-naphthacenecarboxamide"
6301,57625,"Duomycin"
6301,57625,"Biovetin"
6301,57625,"Aureomykoin"
6301,57625,"Biomitsin"
6301,57625,"Chrysomykine"
6301,57625,"Streptomyces aureofaciens antibiotic"
6301,57625,"Aurofac"
6301,57625,"Aureomycin-R"
6302,1405874,"Bacitracin"
6303,1404042,"Neomycin"
6304,79572,"2-Naphthacenecarboxamide, 4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-, (4S-(4.alpha.,4a.alpha.,5.alpha.,5a.alpha.,6.beta.,12a.alpha.))-"
6304,79572,"2-Naphthacenecarboxamide, 4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-, (4S-(4.alpha.,4a.alpha.,5.alpha.,5a.alpha.,6.beta.,12a.alpha.))-"
6304,79572,"Biostat PA"
6304,79572,"Mycoshield"
6304,79572,"Oxytetracycline"
6304,79572,"Terramycin"
6305,1406117,"Polymyxin"
6306,57921,"Plantomycin"
6306,57921,"D-Streptamine, O-2-deoxy-2-(methylamino)-alpha-L-glucopyranosyl-(1->2)-O-5-deoxy-3-C-formyl-alpha-L-lyxofuranosyl-(1->4)-N,N'-bis(aminomethyl)-"
6306,57921,"Agri-Strep"
6306,57921,"Agrimycin"
6306,57921,"Streptomycin"
6306,57921,"D-Streptamine, O-2-deoxy-2-(methylamino)-alpha-L-glucopyranosyl-(1->2)-O-5-deoxy-3-C-formyl-alpha-L-lyxofuranosyl-(1->4)-N,N'-bis(aminomethyl)-"
6306,57921,"Streptomycin A"
6307,64755,"Tetracycline hydrochloride"
6307,64755,"2-Naphthacenecarboxamide, 4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-, monohydrochloride, (4S-(4.alpha.,4a.alpha.,5a.alpha.,6.beta.,12a.alpha.))"
6308,2058460,"5-Hydroxytetracycline monohydrochloride"
6308,2058460,"2-Naphthacenecarboxamide, 4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-, monohydrochloride, (4S-(4.alpha.,4a.alpha.,5.alpha.,5a.alpha.,6.beta.,12a.alpha.))-"
6308,2058460,"Oxytetracycline hydrochloride"
6308,2058460,"4-(Dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-2-naphthacenecarboxamide monohydrochloride"
6308,2058460,"2-Naphthacenecarboxamide, 4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-, monohydrochloride, (4S-(4.alpha.,4a.alpha.,5.alpha.,5a.alpha.,6.beta.,12a.alpha.))-"
6309,1405896,"Zinc bacitracin"
6309,1405896,"Baciferm"
6309,1405896,"Bacitracin zinc"
6309,1405896,"Silotracin"
6310,3810740,"Streptomycin sesquisulfate"
6310,3810740,"Streptomycin sulfate(1:3)"
6310,3810740,"D-Streptamine, O-2-deoxy-2-(methylamino)-alpha-L-glucopyranosyl-(1->2)-O-5-deoxy-3-C-formyl-alpha-L-lyxofuranosyl-(1->4)-N,N'-bis(aminoiminomethyl)-, sulfate (2:3) (salt)"
6310,3810740,"Streptomycin sulfate"
6310,298395,"Streptomycin sesquisulfate"
6310,298395,"Streptomycin sulfate(1:3)"
6310,298395,"D-Streptamine, O-2-deoxy-2-(methylamino)-alpha-L-glucopyranosyl-(1->2)-O-5-deoxy-3-C-formyl-alpha-L-lyxofuranosyl-(1->4)-N,N'-bis(aminoiminomethyl)-, sulfate (2:3) (salt)"
6310,298395,"Streptomycin sulfate"
6311,1404882,"Tyrothricin"
6312,50237,"Hydrocortisone"
6312,50237,"11,17,21-Trihydroxy-pregn-4-ene-3,20-dione, (11 beta)"
6313,1405103,"Neomycin sulfate"
6313,1405103,"Mycifradin Sulfate"
6314,1397940,"Antimycin A"
6315,16079882,"2,4-Imidazolidinedione, 1-bromo-3-chloro-5,5-dimethyl-"
6315,16079882,"Hydantoin, 1-bromo-3-chloro-5,5-dimethyl-"
6315,16079882,"Halobrom"
6315,16079882,"1-Bromo-3-chloro-5,5-dimethyl-2,4-imidazolidinedione"
6315,16079882,"1-Bromo-3-chloro-5,5-dimethylhydantoin"
6315,16079882,"Hydantoin, 1-bromo-3-chloro-5,5-dimethyl-"
6315,16079882,"2,4-Imidazolidinedione, 1-bromo-3-chloro-5,5-dimethyl-"
6316,11005097,"Phytoactin"
6316,11005097,"Polyamidohygrostreptin"
6316,11005097,"Phytoactin"
6317,77485,"Dibromantin"
6317,77485,"2,4-Imidazolidinedione, 1,3-dibromo-5,5-dimethyl-"
6317,77485,"Take Charge Orange"
6317,77485,"1,3-Dibromo-5,5-dimethyl-2,4-imidazolidinedione"
6317,77485,"1,3-Dibromo-5,5-dimethylhydantoin"
6317,77485,"Hydantoin, 1,3-dibromo-5,5-dimethyl-"
6319,58275,"Vitamin K3"
6319,58275,"2-Methyl-1,4-napthoquinone"
6319,58275,"2-Methyl-1,4-naphthalenedione"
6319,58275,"Menadione"
6320,3688731,"O-2-Deoxy-2-(methylamino)-alpha-L-glucopyranosyl-(1,2)-O-5-deoxy-3-C-formyl-alpha-L-lyxofuranosyl-(1,4)-N,N'-bis(aminoiminomethyl)-D-streptamine, nitrate"
6320,3688731,"Streptomycin nitrate"
6321,7179502,"Calcium oxytetracycline"
6322,126067,"Hydantoin, 3-bromo-1-chloro-5,5-dimethyl-"
6322,126067,"3-Bromo-1-chloro-5,5-dimethylhydantoin"
6322,126067,"3-Bromo-1-chloro-5,5-dimethyl-2,4-imidazolinedione"
6322,126067,"2,4-Imidazolidinedione, 3-bromo-1-chloro-5,5-dimethyl-"
6322,126067,"2,4-Imidazolidinedione, 3-bromo-1-chloro-5,5-dimethyl-"
6322,126067,"Hydantoin, 3-bromo-1-chloro-5,5-dimethyl-"
6322,126067,"BCDMH"
6324,1403663,"Gentamicin"
6324,1403663,"Gentamycin"
6325,1405410,"Gentamicin, sulfate"
6325,1405410,"Gentamicin sulphate"
6325,1405410,"Gentamycin, sulfate"
6326,2079007,"D-erythro-Hex-2-enopyranuronic acid, 4-{3-amino-5-(1-methylguanidino)valeramido}-1-(4-amino-2-oxo-1(2H)-pyrimidinyl)-1,2,3,4-tetradeoxy-"
6326,2079007,"Bla-S"
6326,2079007,"Blasticidin S"
6329,57960197,"Acequinocyl"
6329,57960197,"3-Dodecyl-1,4-dihydro-1,4-dioxo-2-naphthyl acetate"
6329,57960197,"1,4-Naphthalenedione, 2-(acetyloxy)-3-dodecyl-"
6399,68038711,"Bacillus thuringiensis subsp. galleriea, strain SDS-502, Cry8Da Scarabaeidae insect delta endotoxin"
6400,68038711,"Bacillus thuringiensis (Berliner)"
6401,68038711,"Bakthane"
6401,68038711,"Bactimos 933"
6401,68038711,"Bacillus thuringiensis subsp. israelensis"
6401,68038711,"Bactimos 932"
6401,68038711,"Agritol"
6401,68038711,"Biotrol BTB"
6401,68038711,"Larvatrol"
6401,68038711,"Bactimos"
6402,68038711,"Bactur"
6402,68038711,"Cutlass"
6402,68038711,"Javelin"
6402,68038711,"Thuricide"
6402,68038711,"Dipel 10G"
6402,68038711,"Bactospeine"
6402,68038711,"Dipel"
6402,68038711,"Dipel WP"
6402,68038711,"Sok-BT"
6402,68038711,"ABG-6389"
6402,68038711,"Bactur"
6402,68038711,"Bacillus thuringiensis subsp. kurstaki"
6402,68038711,"Sok-BT"
6402,68038711,"Biobit"
6402,68038711,"Biobit"
6403,68038711,"Bacillus thuringiensis subsp. aizawai"
6403,68038711,"Certan (cancelled)"
6403,68038711,"Xentari"
6404,23526025,"2-O-(4'-o-5-Deoxyadenosine-5''-yl-beta-D-glucopuranosyl)-4-O-phospho-D-allaric acid"
6404,23526025,"Thuringiensin"
6404,23526025,"Dibeta"
6404,23526025,"D-Allaric acid, 2-O-alpha-D-glucopyranosyl-4-(dihydrogen phosphate), 4',5'-anhydride with adenosine"
6404,23526025,"Thuringiensin A"
6404,23526025,"Thurintox"
6404,23526025,"Beta-Exotoxin of Bacillus thuringiensis"
6404,23526025,"ABG-6146"
6405,68038711,"Bacillus thuringiensis subsp. tenebrionis"
6411,68602937,"Frostban C"
6411,68602937,"Frostban A, component of"
6411,68602937,"Pseudomonas Syringae 742RS"
6421,67892357,"Mycotal"
6421,67892357,"Verticillium lecanii"
6421,67892357,"Vertalec"
6441,68583324,"Pseudomonas syringae"
6441,68583324,"Pseudomonas syringae, strain ESC 10"
6477,151438549,"Harpin protein"
6501,68477316,"Aromatic petroleum derivative solvent"
6501,68477316,"Distillates petroleum, catalytic reformer fractionator residue, low-boiling"
6501,68477316,"Aromatic petroleum solvent"
6522,68038711,"Bacillus thuringiensis Subsp. Kurstaki, Strain ABTS-351"
6523,68038711,"Bacillus thuringiensis, subsp. strain ABTS 1857"
6524,68038711,"Bacillus thuringiensis subspecies tenebrionis, strain NB-176"
6601,68602802,"Chevron 100"
6601,68602802,"Espesol 3A"
6601,68602802,"Petroleum derived aromatic hydrocarbons"
6601,68602802,"Aromatic petroleum distillate, oil, solvent or hydrocarbons"
6601,68602802,"Distillates petroleum, C12-30-aromatic"
6602,64742945,"Heavy aromatics bottoms"
6602,64742945,"Heavy aromatic naphtha"
6642,68038711,"Bacillus thuringiensis subsp. israelensis, Strain SUM-6218"
6699,68038711,"Bacillus thuringiensis subsp. kurstaki strain VBTS 2546"
6801,7778394,"o-Arsenic acid"
6801,7778394,"Hi-Yield Desiccant H-10"
6801,7778394,"Crab Grass Killer"
6801,7778394,"Orthoarsenic acid"
6801,7778394,"Zotox"
6801,7778394,"Arsenic acid"
6801,7778394,"Desiccant L-10"
6802,1303282,"Arsenic anhydride"
6802,1303282,"Arsenic pentoxide"
6802,1303282,"Arsenic oxide(As2O5)"
6802,1303282,"Diarsenic pentoxide"
6802,1303282,"Arsenic acid anhydride"
6802,1303282,"Arsenic (V) oxide"
6802,1303282,"Arsenic oxide(As2O5)"
6802,1303282,"Arsenic oxide(As2O5)"
6901,1303339,"Arsenic trisulfide"
6901,1303339,"Arsenic yellow"
6901,1303339,"Arsenic sulfide"
6901,1303339,"Arsenic disulfide"
6901,1303339,"Diarsenic pentasulfide"
6901,1303339,"Diarsenic tetrasulfide"
6901,1303339,"Arsenic yellow"
6901,1303339,"Thioxoarsino"
6901,1303339,"Diarsenic trisulfide"
6901,1303339,"Arsenic sesquisulfide"
6901,1303339,"Arsenone S"
6901,1303340,"Arsenic trisulfide"
6901,1303340,"Arsenic yellow"
6901,1303340,"Arsenic sulfide"
6901,1303340,"Arsenic disulfide"
6901,1303340,"Diarsenic pentasulfide"
6901,1303340,"Diarsenic tetrasulfide"
6901,1303340,"Arsenic yellow"
6901,1303340,"Thioxoarsino"
6901,1303340,"Diarsenic trisulfide"
6901,1303340,"Arsenic sesquisulfide"
6901,1303340,"Arsenone S"
6901,12612214,"Arsenic trisulfide"
6901,12612214,"Arsenic yellow"
6901,12612214,"Arsenic sulfide"
6901,12612214,"Arsenic disulfide"
6901,12612214,"Diarsenic pentasulfide"
6901,12612214,"Diarsenic tetrasulfide"
6901,12612214,"Arsenic yellow"
6901,12612214,"Thioxoarsino"
6901,12612214,"Diarsenic trisulfide"
6901,12612214,"Arsenic sesquisulfide"
6901,12612214,"Arsenone S"
6901,56320220,"Arsenic trisulfide"
6901,56320220,"Arsenic yellow"
6901,56320220,"Arsenic sulfide"
6901,56320220,"Arsenic disulfide"
6901,56320220,"Diarsenic pentasulfide"
6901,56320220,"Diarsenic tetrasulfide"
6901,56320220,"Arsenic yellow"
6901,56320220,"Thioxoarsino"
6901,56320220,"Diarsenic trisulfide"
6901,56320220,"Arsenic sesquisulfide"
6901,56320220,"Arsenone S"
6901,12044790,"Arsenic trisulfide"
6901,12044790,"Arsenic yellow"
6901,12044790,"Arsenic sulfide"
6901,12044790,"Arsenic disulfide"
6901,12044790,"Diarsenic pentasulfide"
6901,12044790,"Diarsenic tetrasulfide"
6901,12044790,"Arsenic yellow"
6901,12044790,"Thioxoarsino"
6901,12044790,"Diarsenic trisulfide"
6901,12044790,"Arsenic sesquisulfide"
6901,12044790,"Arsenone S"
6901,12344682,"Arsenic trisulfide"
6901,12344682,"Arsenic yellow"
6901,12344682,"Arsenic sulfide"
6901,12344682,"Arsenic disulfide"
6901,12344682,"Diarsenic pentasulfide"
6901,12344682,"Diarsenic tetrasulfide"
6901,12344682,"Arsenic yellow"
6901,12344682,"Thioxoarsino"
6901,12344682,"Diarsenic trisulfide"
6901,12344682,"Arsenic sesquisulfide"
6901,12344682,"Arsenone S"
6902,1313822,"Sodium sulfide(NaHS)"
6902,1313822,"Disodium polysulfide"
6902,1313822,"Sodium sulfide(Na2(Sx))"
6902,1313822,"Sodium sulfide(Na2S)"
6902,1313822,"Sulfide of sodium"
6902,1313822,"Sodium polysulfide"
6902,16721805,"Sodium sulfide(NaHS)"
6902,16721805,"Disodium polysulfide"
6902,16721805,"Sodium sulfide(Na2(Sx))"
6902,16721805,"Sodium sulfide(Na2S)"
6902,16721805,"Sulfide of sodium"
6902,16721805,"Sodium polysulfide"
6902,1344087,"Sodium sulfide(NaHS)"
6902,1344087,"Disodium polysulfide"
6902,1344087,"Sodium sulfide(Na2(Sx))"
6902,1344087,"Sodium sulfide(Na2S)"
6902,1344087,"Sulfide of sodium"
6902,1344087,"Sodium polysulfide"
7001,1327533,"Arsenic trioxide"
7001,1327533,"White arsenic"
7001,1327533,"Arsenic trioxide, solid"
7001,1327533,"Arsenic oxide(As2O3)"
7001,1327533,"Arsenous oxide"
7001,1327533,"Diarsonic trioxide"
7001,1327533,"Arsenic (III) oxide"
7001,1327533,"Arsenous acid anhydride"
7001,1327533,"Arsenic oxide(As2O3)"
7001,1327533,"Arsenicum Album"
7001,1327533,"Arsenous anhydride"
7001,1327533,"Arsenic oxide(As2O3)"
