,COMID,StateCode,Pwsid,SystemName,SourceName,SWSourceTy,Region
249,6096303,25,MA1143000,HUNTINGTON WATER DEPARTMENT,COLD BROOK RESERVIOR,3.0,1
250,6781207,25,MA1137000,HOLYOKE WATER WORKS,WHITING STREET RESERVOIR,3.0,1
251,6772995,25,MA2328000,WESTBORO WATER DEPARTMENT,SANDRA POND/WESTBORO RESERVOIR,3.0,1
252,166196325,25,MA2348000,"WORCESTER DPW, WATER SUPPLY DIVISION",LYNDE BROOK RESERVOIR,3.0,1
253,6781921,25,MA1137000,HOLYOKE WATER WORKS,WHITE RESERVOIR,3.0,1
254,6116852,25,MA2348000,"WORCESTER DPW, WATER SUPPLY DIVISION",NO.1 KETTLE BROOK RESERVOIR,3.0,1
255,7688299,25,MA2280000,SPENCER WATER DEPARTMENT,SHAW POND,2.0,1
256,6097255,25,MA1281000,SPRINGFIELD WATER & SEWER COMMISSION,LITTLEVILLE LAKE,3.0,1
257,6115684,25,MA2348000,"WORCESTER DPW, WATER SUPPLY DIVISION",NO.2 KETTLE BROOK RESERVOIR,3.0,1
258,6098735,25,MA1059000,CHESTER WATER DEPARTMENT,HORN POND RESERVOIR,3.0,1
259,7690389,25,MA6000000,MWRA,QUABBIN RESERVOIR,3.0,1
260,6115672,25,MA2348000,"WORCESTER DPW, WATER SUPPLY DIVISION",NO.3 KETTLE BROOK RESERVOIR,3.0,1
261,7690369,25,MA2212000,NORTH BROOKFIELD WATER DEPARTMENT,DOANE POND,2.0,1
262,7690335,25,MA2212000,NORTH BROOKFIELD WATER DEPARTMENT,NORTH POND,2.0,1
263,6773199,25,MA6000000,MWRA,RESERVOIR NO.  3 (FRAMINGHAM),3.0,1
264,6116812,25,MA2348000,"WORCESTER DPW, WATER SUPPLY DIVISION",NO.4 KETTLE BROOK RESERVOIR,3.0,1
265,6116794,25,MA2348000,"WORCESTER DPW, WATER SUPPLY DIVISION",NO.2 HOLDEN RESERVOIR,3.0,1
266,6116790,25,MA2348000,"WORCESTER DPW, WATER SUPPLY DIVISION",NO.1 HOLDEN RESERVOIR,3.0,1
267,7710504,25,MA1283003,STOCKBRIDGE WATER DEPARTMENT,LAKE AVERIC (ECHO LAKE),2.0,1
268,6078401,25,MA2348000,"WORCESTER DPW, WATER SUPPLY DIVISION",ASNEBUMSKIT POND,2.0,1
269,6078401,25,MA2228000,PAXTON WATER DEPARTMENT,ASNEBUMSKIT POND,2.0,1
270,7709788,25,MA1150000,LEE WATER DEPARTMENT,VANETTI RESERVIOR,3.0,1
271,7709788,25,MA1150000,LEE WATER DEPARTMENT,LEAHEY RESERVIOR,3.0,1
272,6078397,25,MA2348000,"WORCESTER DPW, WATER SUPPLY DIVISION",KENDALL RESERVOIR,3.0,1
273,7709792,25,MA1150000,LEE WATER DEPARTMENT,SCHOOL HOUSE LAKE,3.0,1
274,6078893,25,MA2348000,"WORCESTER DPW, WATER SUPPLY DIVISION",PINE HILL RESERVOIR,3.0,1
275,6780953,25,MA1214000,NORTHAMPTON WATER DEPARTMENT,ROBERTS MEADOW BROOK,1.0,1
276,5867741,25,MA3049000,CAMBRIDGE WATER DEPARTMENT,STONY BROOK RESERVOIR,3.0,1
277,7710326,25,MA1152000,LENOX DPW  WATER DIVISION,LOWER ROOT RESERVIOR,3.0,1
278,7709744,25,MA1152000,LENOX DPW  WATER DIVISION,UPPER ROOT RES.ervoir,3.0,1
279,6781833,25,MA1340000,WILLIAMSBURG WATER DEPARTMENT,UNGUEMONK BROOK RESERVOIR,3.0,1
280,6780893,25,MA1008000,AMHERST DPW  WATER DIVISION,AMETHYST BRK.(HAWLEY/HILL RES),3.0,1
281,6078303,25,MA2134000,HOLDEN WATER DEPARTMENT,MUSCHOPAUGE POND RESERVOIR,3.0,1
282,6078929,25,MA2257000,RUTLAND WATER DEPARTMENT,MUSCHOPAUGE POND RESERVOIR,3.0,1
283,7709722,25,MA1236000,PITTSFIELD DPU WATER DEPARTMENT,ASHLEY LAKE RESERVOIR,3.0,1
284,7691403,25,MA6000000,MWRA,WARE RIVER,1.0,1
285,6078847,25,MA2348000,"WORCESTER DPW, WATER SUPPLY DIVISION",QUINAPOXET RESERVOIR,3.0,1
286,7710176,25,MA1236000,PITTSFIELD DPU WATER DEPARTMENT,FARNHAM RESERVOIR,3.0,1
287,6780867,25,MA1127000,HATFIELD WATER DEPARTMENT,RUNNING GUTTER BROOK RESERVIOR,3.0,1
288,6078815,25,MA6000000,MWRA,WACHUSETT RESERVOIR,3.0,1
289,5867697,25,MA3049000,CAMBRIDGE WATER DEPARTMENT,HOBBS BROOK RESERVOIR  LOW,3.0,1
290,6782207,25,MA1214000,NORTHAMPTON WATER DEPARTMENT,MOUNTAIN STREET RESERVOIR,3.0,1
291,6078815,25,MA2064000,CLINTON WATER DEPT,WACHUSETT RESERVOIR,3.0,1
292,7709722,25,MA1236000,PITTSFIELD DPU WATER DEPARTMENT,ASHLEY WTP INTAKE RESERVOIR,3.0,1
293,7710306,25,MA1236000,PITTSFIELD DPU WATER DEPARTMENT,SACKETT BROOK RESERVOIR,3.0,1
294,5866387,25,MA3049000,CAMBRIDGE WATER DEPARTMENT,HOBBS BROOK RESERVOIR  UPPER,3.0,1
295,6781987,25,MA1008000,AMHERST DPW  WATER DIVISION,ATKINS RESERVOIR,3.0,1
296,25076390,25,MA1132000,HINSDALE WATER DEPARTMENT,BELMONT RESERVOIR,3.0,1
297,6782003,25,MA1214000,NORTHAMPTON WATER DEPARTMENT,WEST WHATELY RESERVOIR (Lower North Hampton Reservoir),3.0,1
298,7692263,25,MA2021000,BARRE WATER AND SEWER DEPARTMENT,ALLEN HILL RESERVOIR,3.0,1
299,6780751,25,MA1214000,NORTHAMPTON WATER DEPARTMENT,RYANS RESERVOIR (Upper North Hampton),3.0,1
300,6780759,25,MA1289000,SUNDERLAND WATER DISTRICT,SAW MILL BROOK RESERVIOR,3.0,1
301,5866365,25,MA3347000,WOBURN WATER DEPT.,HORN POND,3.0,1
302,6780701,25,MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,WHATELY GLEN RESERVIOR,3.0,1
303,6781981,25,MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,ROARING BROOK RESERVOIR,3.0,1
304,7709622,25,MA1236000,PITTSFIELD DPU WATER DEPARTMENT,CLEVELAND RESERVOIR,3.0,1
305,7710258,25,MA1070000,DALTON FIRE DISTRICT,WINDSOR RESERVIOR,3.0,1
306,7694109,25,MA2097000,"FITCHBURG DPW, WATER DIVISION",MARE MEADOW RESERVOIR,3.0,1
307,7709608,25,MA1070000,DALTON FIRE DISTRICT,ANTHONY BROOK RESERVIOR,3.0,1
308,6078763,25,MA2153000,LEOMINSTER WATER DIVISION,FALL BROOK RESERVOIR,3.0,1
309,7710254,25,MA1070000,DALTON FIRE DISTRICT,EGYPT BROOK RESERVIOR,3.0,1
310,5867649,25,MA3163000,LYNN WATER & SEWER COMM,HAWKES POND,2.0,1
311,6771163,25,MA3067000,CONCORD WATER DEPT,NAGOG POND,2.0,1
312,166174780,25,MA3163000,LYNN WATER & SEWER COMM,SAUGUS RIVER,1.0,1
313,6075819,25,MA2097000,"FITCHBURG DPW, WATER DIVISION",WACHUSETT LAKE Reservoir,3.0,1
314,5862613,25,MA3048000,BURLINGTON WATER DEPT,MILL POND RESERVOIR,3.0,1
315,6075821,25,MA2153000,LEOMINSTER WATER DIVISION,HAYNES RESERVOIR,3.0,1
316,6075817,25,MA2153000,LEOMINSTER WATER DIVISION,ROCKY POND,2.0,1
317,6075815,25,MA2153000,LEOMINSTER WATER DIVISION,MORSE RESERVOIR,3.0,1
318,6076319,25,MA2153000,LEOMINSTER WATER DIVISION,DISTRIBUTING RESERVOIR,3.0,1
319,6075799,25,MA2097000,"FITCHBURG DPW, WATER DIVISION",MEETINGHOUSE POND,2.0,1
320,6076393,25,MA2332000,WESTMINSTER DEPARTMENT OF PUBLIC WORKS,MEETINGHOUSE POND,2.0,1
321,6075775,25,MA2097000,"FITCHBURG DPW, WATER DIVISION",WYMAN POND,2.0,1
322,10294978,25,MA1013000,ASHFIELD WATER DISTRICT,HIGHLAND SPRINGS RESERVOIR,3.0,1
323,6075767,25,MA2153000,LEOMINSTER WATER DIVISION,GOODFELLOW POND,2.0,1
324,6075767,25,MA2153000,LEOMINSTER WATER DIVISION,SIMONDS POND RESERVOIR,3.0,1
325,6745188,25,MA3048000,BURLINGTON WATER DEPT,SHAWSHEEN RIVER,1.0,1
326,5862629,25,MA3229000,PEABODY DPS  WATER DEPT.,IPSWICH RIVER,1.0,1
327,6779125,25,MA1192000,TURNERS FALLS WATER DEPARTMENT,LAKE PLEASANT,3.0,1
328,5862373,25,MA3163000,LYNN WATER & SEWER COMM,IPSWICH RIVER,1.0,1
329,6771325,25,MA3031000,BILLERICA WATER DEPT,CONCORD RIVER,1.0,1
330,5860911,25,MA3030001,SALEM BEVERLY WATER SUPPLY BOARD,WENHAM LAKE,2.0,1
331,9343919,25,MA2103000,GARDNER WATER DEPARTMENT,PERLEY BROOK RESERVOIR,3.0,1
332,5860473,25,MA3030001,SALEM BEVERLY WATER SUPPLY BOARD,LONGHAM RESERVOIR,3.0,1
333,5862693,25,MA3071000,DANVERS WATER DEPT.,MIDDLETON POND RESERVOIR,3.0,1
334,5860463,25,MA3107000,GLOUCESTER DPW  WATER DEPT.,DYKES MEADOW RESERVOIR,3.0,1
335,5862557,25,MA3071000,DANVERS WATER DEPT.,EMERSON BROOK RESERVOIR,3.0,1
336,5860459,25,MA3107000,GLOUCESTER DPW  WATER DEPT.,WALLACE RESERVOIR,3.0,1
337,5860889,25,MA3107000,GLOUCESTER DPW  WATER DEPT.,FERNWOOD LAKE,2.0,1
338,9342827,25,MA2103000,GARDNER WATER DEPARTMENT,COWIE POND,2.0,1
339,6076369,25,MA2097000,"FITCHBURG DPW, WATER DIVISION",SCOTT RESERVOIR,3.0,1
340,6075577,25,MA2097000,"FITCHBURG DPW, WATER DIVISION",FALULAH RESERVOIR,3.0,1
341,6076231,25,MA2097000,"FITCHBURG DPW, WATER DIVISION",LOVELL RESERVOIR,3.0,1
342,5860685,25,MA3107000,GLOUCESTER DPW  WATER DEPT.,HASKELL RESERVOIR,3.0,1
343,5860675,25,MA3030001,SALEM BEVERLY WATER SUPPLY BOARD,IPSWICH RIVER,1.0,1
344,5860867,25,MA3107000,GLOUCESTER DPW  WATER DEPT.,BABSON RESERVOIR,3.0,1
345,5860425,25,MA3252000,ROCKPORT WATER DEPT,SAWMILL BROOK,1.0,1
346,5860869,25,MA3107000,GLOUCESTER DPW  WATER DEPT.,GOOSE COVE RESERVOIR,3.0,1
347,6746226,25,MA3160000,LOWELL WATER DEPARTMENT,MERRIMACK RIVER,1.0,1
348,6076217,25,MA2097000,"FITCHBURG DPW, WATER DIVISION",FITCHBURG RESERVOIR,3.0,1
349,6746404,25,MA3009000,ANDOVER WATER DEPT,HAGGETTS POND RESERVOIR,3.0,1
350,5860959,25,MA3252000,ROCKPORT WATER DEPT,RUM ROCK LAKE,2.0,1
351,10295124,25,MA1114000,GREENFIELD WATER DEPARTMENT,GREEN RIVER,1.0,1
352,9342839,25,MA2011000,ASHBURNHAM WATER DEPARTMENT,UPPER NAUKEAG LAKE,2.0,1
353,6746142,25,MA3295000,TEWKSBURY WATER DEPT,MERRIMACK RIVER,1.0,1
354,10294764,25,MA1114000,GREENFIELD WATER DEPARTMENT,LEYDEN GLEN RESERVOIR,3.0,1
355,9342839,25,MA2343000,WINCHENDON WATER DEPARTMENT,UPPER NAUKEAG LAKE,2.0,1
356,6745530,25,MA3009000,ANDOVER WATER DEPT,MERRIMACK RIVER,9.0,1
357,6745530,25,MA3009000,ANDOVER WATER DEPT,FISH BROOK,1.0,1
358,6746048,25,MA3210000,NORTH ANDOVER WATER DEPT DPW,LAKE COCHICHEWICK WTP,2.0,1
359,6746078,25,MA3149000,LAWRENCE WATER WORKS,MERRIMACK RIVER,10.0,1
360,5860823,25,MA3144000,IPSWICH DPU  WATER DEPT,BULL BROOK RESERVOIR,3.0,1
361,5860363,25,MA3144000,IPSWICH DPU  WATER DEPT,DOWS BROOK RESERVOIR,3.0,1
362,6746004,25,MA3210000,NORTH ANDOVER WATER DEPT DPW,LAKE COCHICHEWICK NPS,2.0,1
363,6778489,25,MA1217001,EAST NORTHFIELD WATER COMPANY,GRANDIN RESERVIOR,3.0,1
364,10294556,25,MA1190000,MONROE WATER DISTRICT,PHELPS BROOK RESERVIOR,3.0,1
365,6746486,25,MA3128000,HAVERHILL WATER DEPT,JOHNSONS POND,2.0,1
366,10294456,50,VT0005028,READSBORO VILLAGE,HOWE POND,2.0,1
367,6744638,25,MA3128000,HAVERHILL WATER DEPT,MILLVALE RESERVOIR,3.0,1
368,6745988,33,NH1621010,PENNICHUCK WATER WORKS,SUPPLY POND (SPRINGS),3.0,1
369,6744602,33,NH1621010,PENNICHUCK WATER WORKS,HARRIS POND,3.0,1
370,6745854,25,MA3128000,HAVERHILL WATER DEPT,KENOZA LAKE,2.0,1
371,6744612,33,NH0991010,GREENVILLE WATER DEPT,TOBY RESERVOIR,3.0,1
372,6745868,25,MA3128000,HAVERHILL WATER DEPT,CRYSTAL LAKE,2.0,1
373,6742700,25,MA3206000,NEWBURYPORT WATER DEPARTMENT,ARTICHOKE RESERVOIR,3.0,1
374,6745942,33,NH1621010,PENNICHUCK WATER WORKS,MERRIMACK RIVER,1.0,1
375,6744528,33,NH2051010,SALEM WATER DEPT,ARLINGTON MILL RESERVOIR,3.0,1
376,6778211,33,NH2361010,TROY WATER WORKS,Perkins Pond,3.0,1
377,6742816,25,MA3007000,AMESBURY DPW  WATER DIV.,LAKE ATTITASH,2.0,1
378,6742800,25,MA3007000,AMESBURY DPW  WATER DIV.,POWWOW RIVER,1.0,1
379,9332560,50,VT0005290,BRATTLEBORO WATER DEPT,PLEASANT VALLEY RESERVOIR,3.0,1
380,10295292,50,VT0005310,WILMINGTON WATER DIST,HAYSTACK POND,2.0,1
381,6778815,33,NH1241010,KEENE WATER DEPT,BABBIDGE POND RESERVOIR,3.0,1
382,6765242,33,NH1061010,HANCOCK WATER WORKS,JUGGERNAUT POND,2.0,1
383,5849254,33,NH0801010,EXETER WATER DEPT,EXETER RIVER,1.0,1
384,9332496,33,NH2494010,CHESHIRE COUNTY HOME,CONNECTICUT RIVER,1.0,1
385,5849498,33,NH0801010,EXETER WATER DEPT,DEARBORN Brook REServoir,3.0,1
386,6745614,33,NH1471010,MANCHESTER WATER WORKS,LAKE MASSABESIC,3.0,1
387,6743626,33,NH0911010,GOFFSTOWN VILLAGE PRECINCT,WHITTLE BROOK RESERVOIR,3.0,1
388,5846046,33,NH1731010,NEWMARKET WATER WORKS,PICASSIC RIVER,1.0,1
389,5846046,33,NH1731010,NEWMARKET WATER WORKS,LAMPREY RIVER,1.0,1
390,5845142,33,NH0691010,UNH/DURHAM WATER SYSTEM,LAMPREY RIVER,1.0,1
391,5845106,33,NH0691010,UNH/DURHAM WATER SYSTEM,OYSTER RIVER RESERVOIR,3.0,1
392,9330704,50,VT0005298,BELLOWS FALLS WATER DEPT,MINARDS POND,2.0,1
393,6761366,33,NH1141010,HILLSBORO WATER WORKS,LOON POND,3.0,1
394,9330670,50,VT0005298,BELLOWS FALLS WATER DEPT,FARR BROOK (Fan Brook?),1.0,1
395,9330660,50,VT0005298,BELLOWS FALLS WATER DEPT,ELLIS BROOK (Webb Brook?),1.0,1
396,5845900,23,ME0090790,KITTERY WATER DISTRICT,Boulder Pond,2.0,1
397,5845970,33,NH1951010,PORTSMOUTH WATER WORKS,BELLAMY RESERVOIR,3.0,1
398,5848544,33,NH0151010,SWAINS LAKE VILLAGE WATER,SWAINS LAKE,2.0,1
399,5845870,23,ME0090790,KITTERY WATER DISTRICT,Folly Pond,2.0,1
400,5844940,23,ME0090790,KITTERY WATER DISTRICT,BELL MARSH RESERVOIR,3.0,1
401,6762152,33,NH1191010,CONTOOCOOK VILLAGE PRECINCT,BEAR POND,2.0,1
402,6742364,33,NH0501010,CITY OF CONCORD,PENACOOK LAKE,2.0,1
403,5844770,33,NH2151010,SOMERSWORTH WATER WORKS,SALMON FALLS River,1.0,1
404,5844770,23,ME0090150,BERWICK WATER DEPARTMENT,SALMON FALLS RiVer,1.0,1
405,10102188,50,VT0005318,CHESTER WATER DEPT,PIERCE BROOK REServior,3.0,1
406,6742330,33,NH1911010,PITTSFIELD AQUEDUCT CO,BERRY POND,2.0,1
407,5848478,33,NH2001010,ROCHESTER WATER DEPT,LOWER ROCHESTER RESERVOIR,3.0,1
408,9331684,33,NH1741010,NEWPORT WATER WORKS,GILMAN POND,2.0,1
409,5844484,23,ME0090760,"KENNEBUNK,KENNEBUNKPORT,WELLS",BRANCH BROOK,1.0,1
410,9330944,33,NH0461010,CLAREMONT WATER DEPT,SUGAR RIVER,1.0,1
411,9331270,33,NH2271010,SUNAPEE WATER WORKS,LAKE SUNAPEE,2.0,1
412,9329512,33,NH0461010,CLAREMONT WATER DEPT,DOLE RESERVOIR,3.0,1
413,6761880,33,NH0081010,ANDOVER VILLAGE DIST,BRADLEY LAKE,2.0,1
414,9331660,33,NH0461010,CLAREMONT WATER DEPT,RICE RESERVOIR,3.0,1
415,9329206,33,NH0461010,CLAREMONT WATER DEPT,WHITEWATER Reservoir,3.0,1
416,9316915,23,ME0090170,BIDDEFORD AND SACO WATER CO.,SACO RIVER,1.0,1
417,6738860,33,NH1281010,LACONIA WATER WORKS,PAUGUS BAY OF LAKE WINNEPASAUKEE,3.0,1
418,6730785,33,NH1691010,NEW HAMPTON VILLAGE PRECINCT,GORDON HILL RESERVOIR,3.0,1
419,9327162,33,NH1321010,LEBANON WATER DEPT,MASCOMA RIVER,1.0,1
420,6738376,33,NH2561010,WOLFEBORO WATER AND SEWER,UPPER BEACH POND,2.0,1
421,166181875,33,NH1521010,MEREDITH WATER DEPT,LAKE WAUKEWAN,2.0,1
422,9328044,33,NH0351010,CANAAN WATER DEPT,CANAAN STREET LAKE,2.0,1
423,9327572,33,NH1071010,HANOVER WATER WORKS CO,Hanover Reservoir,3.0,1
424,6722401,23,ME0091300,PORTLAND WATER DIST /GREATER,SEBAGO LAKE,3.0,1
425,6722401,23,ME0091300,PORTLAND WATER DIST /GREATER,SEGABO LAKE,3.0,1
426,6084421,50,VT0005330,SOUTH ROYALTON FD 1,LAKE JOHN,2.0,1
427,6728779,33,NH1351010,LINCOLN WATER WORKS,LOON POND BROOK RESERVOIR,3.0,1
428,6728911,33,NH1351010,LINCOLN WATER WORKS,EAST BRANCH OF PEMIGEWASSET RIVE,1.0,1
429,9311801,33,NH0161010,BARTLETT VILLAGE PRECINCT,ALBANY RIVER,1.0,1
430,4595087,33,NH1101040,WOODSVILLE WATER & LIGHT,AMMONOOSUC RIVER,1.0,1
431,4594357,33,NH0241010,BETHLEHEM VILLAGE DIST,Bethlehem RESERVOIR,3.0,1
432,6712713,23,ME0090690,HEBRON WATER COMPANY,HALLS POND,2.0,1
433,4594585,33,NH0241010,BETHLEHEM VILLAGE DIST,ZEALAND RIVER,1.0,1
434,4594299,33,NH1381010,LITTLETON WATER & LIGHT DEPT,"GALE RIVER, NORTH Branch Reservoir",3.0,1
435,4594303,33,NH1381010,LITTLETON WATER & LIGHT DEPT,"GALE RIVER, SOUTH BRANCH",1.0,1
436,19335035,33,NH0921010,GORHAM WATER AND SEWER DEPT,PERKINS BROOK,1.0,1
437,4571727,50,VT0005045,ST JOHNSBURY WATER SYSTEM,STILES POND,2.0,1
438,6711739,23,ME0090160,BETHEL WATER DISTRICT,CHAPMAN BROOK,1.0,1
439,4593923,33,NH1291010,LANCASTER WATER DEPT,GARLAND BROOK,1.0,1
440,4593903,33,NH0231010,BERLIN WATER WORKS,UPPER AMMONOOSUC RIVER reservoir,3.0,1
441,5205136,23,ME0090200,BOOTHBAY HARBOR WATER SYSTEM,ADAMS POND,2.0,1
442,5205132,23,ME0090130,BATH WATER DISTRICT,NEQUASSET LAKE,2.0,1
443,5204354,23,ME0090410,GREAT SALT BAY SANITARY DIST,LITTLE POND,2.0,1
444,6712583,23,ME0090070,AUBURN WATER DISTRICT,LAKE AUBURN,3.0,1
445,6712583,23,ME0090830,LEWISTON WATER DEPARTMENT,LAKE AUBURN,3.0,1
446,2683344,23,ME0091510,STONINGTON WATER COMPANY,BURNT LAND POND,2.0,1
447,5202962,23,ME0090300,"CMWC, CAMDEN & ROCKLAND DIV",MIRROR LAKE,2.0,1
448,5203920,23,ME0090300,"CMWC, CAMDEN & ROCKLAND DIV",GRASSY POND,2.0,1
449,2683666,23,ME0091490,SOUTHWEST HARBOR WATER DEPT.,LONG POND,2.0,1
450,3325546,23,ME0091650,WINTHROP UTILITIES DISTRICT,UPPER NARROWS POND,2.0,1
451,2683280,23,ME0091140,MOUNT DESERT WATER DIST. NORTH,LOWER HADLOCK POND,1.0,1
452,6711879,23,ME0090270,BUCKFIELD WATER DISTRICT,NORTH POND,2.0,1
453,2683274,23,ME0091420,MOUNT DESERT WATER DIST. -SEAL,JORDAN POND,2.0,1
454,2692072,23,ME0090120,BAR HARBOR WATER COMPANY,EAGLE LAKE,1.0,1
455,6712415,23,ME0090310,CANTON WATER DISTRICT,LAKE ANASAGUNTICOOK(CANTON LaKe),2.0,1
456,3325362,23,ME0090750,KENNEBEC WATER DISTRICT,CHINA LAKE,3.0,1
457,6711721,23,ME0090880,LIVERMORE FALLS WATER DISTRICT,MOOSE HILL POND,2.0,1
458,3323422,23,ME0090880,LIVERMORE FALLS WATER DISTRICT,PARKHURST POND (Parker Pond),2.0,1
459,2681626,23,ME0090890,LONG POND WATER DISTRICT,LONG POND,2.0,1
460,4599987,50,VT0005189,BARTON WATER SYSTEM,MAY POND BROOK,1.0,1
461,4600099,50,VT0005195,DERBY CENTER WATER SYSTEM,DERBY LAKE,2.0,1
462,24893352,23,ME0090520,ELLSWORTH WATER DEPARTMENT,BRANCH LAKE,3.0,1
463,1737110,23,ME0090280,"CMWC, BUCKSPORT DIV.",SILVER LAKE,3.0,1
464,3323510,23,ME0091620,WILTON WATER DEPARTMENT,VARNUM POND,2.0,1
465,2681154,23,ME0090110,BANGOR WATER DISTRICT,FLOODS POND,2.0,1
466,2681196,23,ME0090220,BREWER WATER DISTRICT,HATCASE POND,2.0,1
467,3322064,23,ME0091450,"CMWC, SKOWHEGAN DIVISION",KENNEBEC RIVER,1.0,1
468,3322064,23,ME0091450,"CMWC, SKOWHEGAN DIVISION",LOWER & UPPER PONDS,2.0,1
469,3322576,23,ME0091100,NEWPORT WATER DISTRICT,NOKOMIS POND,2.0,1
470,3320250,23,ME0090040,ANSON WATER DISTRICT,HANCOCK POND,2.0,1
471,3320250,23,ME0090930,MADISON WATER DISTRICT,HANCOCK POND,2.0,1
472,2677774,23,ME0090510,PASSAMAQUODDY WATER DISTRICT,BOYDEN LAKE,2.0,1
473,3319108,23,ME0090440,DEXTER UTILITIES DISTRICT,LAKE WASSOOKEAG,2.0,1
474,3319632,23,ME0091690,SUGARLOAF WATER ASSOCIATION,CARRABASSETT RIVER SOUTH BRANCH,1.0,1
475,1723519,23,ME0090470,DOVER-FOXCROFT WATER DISTRICT,SALMON POND,2.0,1
476,1720033,23,ME0091000,MILO WATER DISTRICT,SEBEC RIVER,1.0,1
477,1023814,23,ME0090730,JACKMAN UTILITY DISTRICT,BIG WOOD POND,2.0,1
478,1700624,23,ME0090990,"CMWC, MILLINOCKET DIVISION",FERGUSON Lake,2.0,1
479,816499,23,ME0090940,MARS HILL & BLAINE WATER CO,YOUNGs LAKE,2.0,1
480,805179,23,ME0091310,PRESQUE ISLE WATER DISTRICT,PRESQUE ISLE STREAM,1.0,1
481,802957,23,ME0090550,FORT FAIRFIELD UTIL DIST,PATTEE BROOK,1.0,1
482,803149,23,ME0090915,LORING UTILITIES,LITTLE MADAWASKA RIVER impoundment,2.0,1
483,724362,23,ME0090480,EAGLE LAKE WATER & SEWER DIST.,FISH RIVER,1.0,1
484,4287431,23,ME0091390,ST. FRANCIS WATER DISTRICT,PETITE BROOK (BRANCH),1.0,1
485,4287927,23,ME0090920,MADAWASKA WATER DISTRICT,ST JOHN RIVER,1.0,1
0,5239136,8,CO0121150,COLORADO SPRINGS UTILITY,BLUE RIVER SYSTEM,3.0,10
1,190347,8,CO0247010,"MOORE-DALE RANCH, RESORT & HOA",SOUTH PLATTE RIVER NORTH FORK,1.0,10
2,190321,8,CO0116001,DENVER WATER BOARD,STRONTIA SPRINGS RESERVOIR,3.0,10
3,190255,8,CO0116001,DENVER WATER BOARD,SOUTH PLATTE RIVER,1.0,10
4,188739,8,CO0118015,CENTENNIAL W&SD/HIGHLANDS RNCH,McCLELLAN RESERVOIR,3.0,10
5,188727,8,CO0130030,EVERGREEN MD,EVERGREEN LAKE,2.0,10
6,188209,8,CO0103045,"ENGLEWOOD, CITY OF",SOUTH PLATTE,3.0,10
7,230729,8,CO0103005,"AURORA, CITY OF",Quincy Reservoir,3.0,10
8,188631,8,CO0103045,"ENGLEWOOD, CITY OF",Bear Creek,1.0,10
9,188173,8,CO0130085,"MORRISON, TOWN OF",BEAR CREEK,1.0,10
10,2885330,8,CO0121150,COLORADO SPRINGS UTILITY,CABIN CREEK,3.0,10
11,188141,8,CO0130035,GENESEE W&SD,BEAR CREEK,1.0,10
12,2885290,8,CO0110015,"GEORGETOWN, TOWN OF",SOUTH CLEAR CREEK Reservoir,3.0,10
13,2885282,8,CO0110026,LOOKOUT MOUNTAIN WD,LOWER BEAVER CREEK RESERVOIR,3.0,10
14,2885248,8,CO0110020,"IDAHO SPRINGS, CITY OF",CHICAGO CREEK 2,1.0,10
15,2885248,8,CO0110020,"IDAHO SPRINGS, CITY OF",CHICAGO CREEK 1,1.0,10
16,2885178,8,CO0130040,"GOLDEN, CITY OF",CLEAR CREEK,1.0,10
17,2885178,8,CO0130040,"GOLDEN, CITY OF",CLEAR CREEK,1.0,10
18,2885532,8,CO0130020,CONSOLIDATED MUT/ MAPLE GROVE,MAPLE GROVE RESERVOIR,3.0,10
19,2885126,8,CO0110010,"EMPIRE, TOWN OF",MAD CREEK,1.0,10
20,2885112,8,CO0210017,MILL CREEK WIA,MILL CREEK,1.0,10
21,2885112,8,CO0210017,MILL CREEK WIA,MILL CREEK INTAKE A,1.0,10
22,2885112,8,CO0210017,MILL CREEK WIA,MILL CREEK INTAKE C,1.0,10
23,2885504,8,CO0124147,"BLACK HAWK, CITY OF",NORTH CLEAR CREEK,1.0,10
24,2885504,8,CO0124147,"BLACK HAWK, CITY OF",NORTH CLEAR CREEK,1.0,10
25,2884998,8,CO0124171,"CENTRAL CITY, CITY OF",CHASE RESERVOIR,3.0,10
26,2884998,8,CO0124171,"CENTRAL CITY, CITY OF",HOLE-IN-THE-GROUND RESERVOIR,3.0,10
27,2884960,8,CO0130001,"ARVADA, CITY OF",ARVADA/BLUNN RESERVOIR,3.0,10
28,2884948,8,CO0124147,"BLACK HAWK, CITY OF",HIDDEN VALLEY,1.0,10
29,2884960,8,CO0130001,"ARVADA, CITY OF",RALSTON RESERVOIR,3.0,10
30,2885616,8,CO0130105,NORTH TABLE MOUNTAIN W&SD,RALSTON RESERVOIR,3.0,10
31,2885616,8,CO0116001,DENVER WATER BOARD,RALSTON RESERVOIR,3.0,10
32,229615,8,CO0101150,"THORNTON, CITY OF",WEST GRAVEL LAKES,2.0,10
33,229615,8,CO0101150,"THORNTON, CITY OF",EAST GRAVEL LAKES,2.0,10
34,228785,8,CO0101150,"THORNTON, CITY OF",STANDLEY LAKE,3.0,10
35,228567,8,CO0101170,"WESTMINSTER, CITY OF",STANDLEY LAKE,3.0,10
36,228567,8,CO0101115,"NORTHGLENN, CITY OF",STANDLEY LAKE,3.0,10
